position_name,position_url,position_10%_salary,position_90%_salary,category_name,category_url,category_10%_salary,category_90%_salary
Administrative Worker,https://www.manoalga.lt/en/salaryinfo/administration/administrative-worker,848.0,1997.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
"Archivist, Registry Administrator",https://www.manoalga.lt/en/salaryinfo/administration/archivist-registry-administrator,805.0,1833.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Assistant,https://www.manoalga.lt/en/salaryinfo/administration/assistant,869.0,1846.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
CSR specialist,https://www.manoalga.lt/en/salaryinfo/administration/csr-specialist,570.0,4625.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Call Operator,https://www.manoalga.lt/en/salaryinfo/administration/call-operator,733.0,1804.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Chief Receptionist Officer,https://www.manoalga.lt/en/salaryinfo/administration/chief-receptionist-officer,885.0,2050.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Contract administrator,https://www.manoalga.lt/en/salaryinfo/administration/contract-administrator,,,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Data entry operator,https://www.manoalga.lt/en/salaryinfo/administration/data-entry-operator,912.0,2147.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
"Diversity, Equity and Inclusion Manager",https://www.manoalga.lt/en/salaryinfo/administration/diversity-equity-and-inclusion-manager,1328.0,3036.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Office Manager,https://www.manoalga.lt/en/salaryinfo/administration/office-manager,1126.0,2876.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Project Coordinator,https://www.manoalga.lt/en/salaryinfo/administration/project-coordinator,1043.0,2685.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Receptionist,https://www.manoalga.lt/en/salaryinfo/administration/receptionist,701.0,1855.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Receptionist I,https://www.manoalga.lt/en/salaryinfo/administration/receptionist-i,860.0,1692.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
Secretary,https://www.manoalga.lt/en/salaryinfo/administration/secretary,829.0,1685.0,Administration,https://www.manoalga.lt/en/salaryinfo/administration,884.0,2120.0
"Agricultural Engineer, Agronomist",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/agricultural-engineer-agronomist,1087.0,2512.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Agricultural Equipment Operator,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/agricultural-equipment-operator,963.0,1853.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Agricultural Technician,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/agricultural-technician,880.0,2278.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Agricultural Technologist,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/agricultural-technologist,1048.0,2326.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Animal Care Worker,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/animal-care-worker,626.0,1557.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Baker,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/baker,670.0,1530.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Butcher,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/butcher,633.0,1835.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Food Engineer,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/food-engineer,925.0,2104.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Food Technician,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/food-technician,,,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Food Technologist,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/food-technologist,1074.0,2253.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Livestock Specialist,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/livestock-specialist,900.0,2633.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Milker,https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/milker,670.0,1951.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
"Pastry Chef, Confectioner",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry/pastry-chef-confectioner,733.0,1933.0,"Agriculture, Food Industry",https://www.manoalga.lt/en/salaryinfo/agriculture-food-industry,893.0,2150.0
Actor,https://www.manoalga.lt/en/salaryinfo/arts-culture/actor,592.0,2202.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Choreographer,https://www.manoalga.lt/en/salaryinfo/arts-culture/choreographer,,,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Cultural Officer,https://www.manoalga.lt/en/salaryinfo/arts-culture/cultural-officer,770.0,2180.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Curator,https://www.manoalga.lt/en/salaryinfo/arts-culture/curator,,,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Dancer,https://www.manoalga.lt/en/salaryinfo/arts-culture/dancer,751.0,2020.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Designer,https://www.manoalga.lt/en/salaryinfo/arts-culture/designer,833.0,2260.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
"Guide in the museum, gallery, castle",https://www.manoalga.lt/en/salaryinfo/arts-culture/guide-in-the-museum-gallery-castle,,,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Lighting Technician,https://www.manoalga.lt/en/salaryinfo/arts-culture/lighting-technician,807.0,2243.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
"Make-Up Artist, Wigmaker",https://www.manoalga.lt/en/salaryinfo/arts-culture/make-up-artist-wigmaker,671.0,1736.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Model,https://www.manoalga.lt/en/salaryinfo/arts-culture/model,736.0,2225.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Photographer,https://www.manoalga.lt/en/salaryinfo/arts-culture/photographer,779.0,2446.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Restorer/Conservator,https://www.manoalga.lt/en/salaryinfo/arts-culture/restorer-conservator,,,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Sound Engineer,https://www.manoalga.lt/en/salaryinfo/arts-culture/sound-engineer,758.92031798854,2377.5189498983,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Stagehand,https://www.manoalga.lt/en/salaryinfo/arts-culture/stagehand,665.0,1698.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
VFX artist,https://www.manoalga.lt/en/salaryinfo/arts-culture/vfx-artist,,,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
"Window Dresser, Decorator",https://www.manoalga.lt/en/salaryinfo/arts-culture/window-dresser-decorator,666.0,1912.0,Arts & Culture,https://www.manoalga.lt/en/salaryinfo/arts-culture,817.0,2256.0
Anti-Money Laundering Specialist,https://www.manoalga.lt/en/salaryinfo/banking/anti-money-laundering-specialist,873.0,2650.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Back Office Specialist,https://www.manoalga.lt/en/salaryinfo/banking/back-office-specialist,976.0,2478.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Card Services Clerk,https://www.manoalga.lt/en/salaryinfo/banking/card-services-clerk,904.0,2188.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Claims Administrator,https://www.manoalga.lt/en/salaryinfo/banking/claims-administrator,788.5006470697,2178.7761138843,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Client officer,https://www.manoalga.lt/en/salaryinfo/banking/client-officer,867.99778147532,2028.1013126271,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Compliance Specialist,https://www.manoalga.lt/en/salaryinfo/banking/compliance-specialist,973.0,3278.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Custody Specialist,https://www.manoalga.lt/en/salaryinfo/banking/custody-specialist,,,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Dealer/Trader,https://www.manoalga.lt/en/salaryinfo/banking/dealer-trader,956.0,3816.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Financial Analyst,https://www.manoalga.lt/en/salaryinfo/banking/financial-analyst,1247.0,3357.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Internal Auditor,https://www.manoalga.lt/en/salaryinfo/banking/internal-auditor,1305.0,3557.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Loan Specialist,https://www.manoalga.lt/en/salaryinfo/banking/loan-specialist,1013.0,2412.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Mortgage Specialist,https://www.manoalga.lt/en/salaryinfo/banking/mortgage-specialist,1015.0,2306.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Personal Banker,https://www.manoalga.lt/en/salaryinfo/banking/personal-banker,1103.0,2522.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Private Banker,https://www.manoalga.lt/en/salaryinfo/banking/private-banker,1073.0,3155.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Product Manager - Specialist,https://www.manoalga.lt/en/salaryinfo/banking/product-manager-specialist,1197.0,4156.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Relationship Manager,https://www.manoalga.lt/en/salaryinfo/banking/relationship-manager,1240.0,4638.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Risk Specialist,https://www.manoalga.lt/en/salaryinfo/banking/risk-specialist,1178.0,3483.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
"Seller of Bank Services, Loan Officer",https://www.manoalga.lt/en/salaryinfo/banking/seller-of-bank-services-loan-officer,930.85598077279,2493.0671103716,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Stock Broker,https://www.manoalga.lt/en/salaryinfo/banking/stock-broker,1130.0,2973.0,Banking,https://www.manoalga.lt/en/salaryinfo/banking,1034.0,2886.0
Auto Electrician,https://www.manoalga.lt/en/salaryinfo/car-industry/auto-electrician,951.19245701608,2779.6265483453,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Car Glass Fitter,https://www.manoalga.lt/en/salaryinfo/car-industry/car-glass-fitter,,,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Car Mechanic,https://www.manoalga.lt/en/salaryinfo/car-industry/car-mechanic,866.0,2205.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Car Upholsterer,https://www.manoalga.lt/en/salaryinfo/car-industry/car-upholsterer,,,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Design Engineer,https://www.manoalga.lt/en/salaryinfo/car-industry/design-engineer,1039.0,2729.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Diagnostic Technician,https://www.manoalga.lt/en/salaryinfo/car-industry/diagnostic-technician,977.9996302458864,2103.900905897578,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Maintenance Engineer,https://www.manoalga.lt/en/salaryinfo/car-industry/maintenance-engineer,1059.0,2684.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Mechatronics Technician,https://www.manoalga.lt/en/salaryinfo/car-industry/mechatronics-technician,1051.0,2306.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Quality Inspector,https://www.manoalga.lt/en/salaryinfo/car-industry/quality-inspector,1014.0,2542.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Technologist,https://www.manoalga.lt/en/salaryinfo/car-industry/technologist,969.0,2437.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Tyre Fitter,https://www.manoalga.lt/en/salaryinfo/car-industry/tyre-fitter,719.0,2134.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Varnisher,https://www.manoalga.lt/en/salaryinfo/car-industry/varnisher,1042.0,1809.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Vehicle Body Repairer,https://www.manoalga.lt/en/salaryinfo/car-industry/vehicle-body-repairer,768.0,2497.0,Car Industry,https://www.manoalga.lt/en/salaryinfo/car-industry,976.0,2512.0
Chemical Engineer,https://www.manoalga.lt/en/salaryinfo/chemical-industry/chemical-engineer,995.0,2521.0,Chemical Industry,https://www.manoalga.lt/en/salaryinfo/chemical-industry,973.0,2350.0
Chemical Lab Technician,https://www.manoalga.lt/en/salaryinfo/chemical-industry/chemical-lab-technician,873.0,2087.0,Chemical Industry,https://www.manoalga.lt/en/salaryinfo/chemical-industry,973.0,2350.0
Chemist,https://www.manoalga.lt/en/salaryinfo/chemical-industry/chemist,953.0,2165.0,Chemical Industry,https://www.manoalga.lt/en/salaryinfo/chemical-industry,973.0,2350.0
Technologist,https://www.manoalga.lt/en/salaryinfo/chemical-industry/technologist,1112.0,2925.0,Chemical Industry,https://www.manoalga.lt/en/salaryinfo/chemical-industry,973.0,2350.0
Account Manager,https://www.manoalga.lt/en/salaryinfo/commerce/account-manager,902.0,2384.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Betting Clerk,https://www.manoalga.lt/en/salaryinfo/commerce/betting-clerk,659.0,2220.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Bookmaker,https://www.manoalga.lt/en/salaryinfo/commerce/bookmaker,848.0,2641.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Business Analyst,https://www.manoalga.lt/en/salaryinfo/commerce/business-analyst,1132.0,3086.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Buying Agent,https://www.manoalga.lt/en/salaryinfo/commerce/buying-agent,927.0,2003.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Car salesman,https://www.manoalga.lt/en/salaryinfo/commerce/car-salesman,905.0,3032.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Cashier,https://www.manoalga.lt/en/salaryinfo/commerce/cashier,843.0,1616.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Complaints Department Clerk,https://www.manoalga.lt/en/salaryinfo/commerce/complaints-department-clerk,587.0,1953.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Distribution Clerk,https://www.manoalga.lt/en/salaryinfo/commerce/distribution-clerk,686.0,2162.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
E-Commerce Manager,https://www.manoalga.lt/en/salaryinfo/commerce/e-commerce-manager,759.0,3750.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
E-Commerce Specialist,https://www.manoalga.lt/en/salaryinfo/commerce/e-commerce-specialist,772.0,2331.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Expert Shop Assistant,https://www.manoalga.lt/en/salaryinfo/commerce/expert-shop-assistant,722.86929192087,1704.5664633019,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Junior Sales Representative,https://www.manoalga.lt/en/salaryinfo/commerce/junior-sales-representative,792.0,1709.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Key Account Manager,https://www.manoalga.lt/en/salaryinfo/commerce/key-account-manager,976.0,2627.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Online shop administrator,https://www.manoalga.lt/en/salaryinfo/commerce/online-shop-administrator,743.0,1817.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Product Marketing Manager,https://www.manoalga.lt/en/salaryinfo/commerce/product-marketing-manager,1284.0,2811.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Promotional Assistant,https://www.manoalga.lt/en/salaryinfo/commerce/promotional-assistant,893.0,1623.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Retail Store Manager,https://www.manoalga.lt/en/salaryinfo/commerce/retail-store-manager,987.24348308375,2298.9462007765,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Sales Consultant,https://www.manoalga.lt/en/salaryinfo/commerce/sales-consultant,767.0,2121.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Sales Engineer,https://www.manoalga.lt/en/salaryinfo/commerce/sales-engineer,1177.0,3241.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Sales Object Manager,https://www.manoalga.lt/en/salaryinfo/commerce/sales-object-manager,1102.0,3116.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Sales Officer,https://www.manoalga.lt/en/salaryinfo/commerce/sales-officer,1020.0,2270.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Sales Representative,https://www.manoalga.lt/en/salaryinfo/commerce/sales-representative,959.0,2419.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Senior Sales Representative,https://www.manoalga.lt/en/salaryinfo/commerce/senior-sales-representative,954.0,3803.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Shelf Stacker/Merchandiser,https://www.manoalga.lt/en/salaryinfo/commerce/shelf-stacker-merchandiser,748.0,1632.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Shop Assistant,https://www.manoalga.lt/en/salaryinfo/commerce/shop-assistant,700.0,1867.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Shop Window Decorator,https://www.manoalga.lt/en/salaryinfo/commerce/shop-window-decorator,,,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Store Department Manager,https://www.manoalga.lt/en/salaryinfo/commerce/store-department-manager,1050.0,2877.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Telemarketer,https://www.manoalga.lt/en/salaryinfo/commerce/telemarketer,881.0,1999.0,Commerce,https://www.manoalga.lt/en/salaryinfo/commerce,922.0,2438.0
Architect,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/architect,1063.0,2525.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Bricklayer,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/bricklayer,826.0,2362.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Building Control Surveyor,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/building-control-surveyor,951.0,2763.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Building Technician,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/building-technician,1013.1262710298,3445.1839526715,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
CAD Specialist,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/cad-specialist,1093.0,2769.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Carpenter,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/carpenter,916.0,4737.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Civil Engineer,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/civil-engineer,1060.0,2615.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Construction Estimator,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/construction-estimator,,,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Construction Manager,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/construction-manager,1199.8520983546,2713.9951931965,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Construction worker,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/construction-worker,859.0,2164.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Crane Operator,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/crane-operator,1106.0,2248.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Design Engineer,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/design-engineer,992.0,2574.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Design Technician,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/design-technician,1000.0,2094.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Drywaller,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/drywaller,,,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Estate Agent,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/estate-agent,1032.5383619893,3248.289887225,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Finishing works in constructions,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/finishing-works-in-constructions,975.0,2567.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Fitter/Assembler,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/fitter-assembler,963.0,2156.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
"Floor Layer, Paver",https://www.manoalga.lt/en/salaryinfo/construction-real-estate/floor-layer-paver,917.0,3178.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Geologist,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/geologist,889.0,2931.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Industrial Climber,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/industrial-climber,1066.0,2961.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Interior Designer,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/interior-designer,924.0,1877.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Ironworker,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/ironworker,727.0,1881.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Land Surveyor/Geodesist,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/land-surveyor-geodesist,766.31540025883,1934.7383989647,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Landscape Architect,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/landscape-architect,749.0,1925.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
"Machine Operator, Machinist",https://www.manoalga.lt/en/salaryinfo/construction-real-estate/machine-operator-machinist,1024.0,2265.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Painter,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/painter,978.92401552967,1944.9066370863,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Property Manager,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/property-manager,972.0,4041.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Quantity Surveyor,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/quantity-surveyor,979.0,2354.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Real Estate Appraiser,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/real-estate-appraiser,987.0,3098.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Refrigeration Mechanic,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/refrigeration-mechanic,864.0,2478.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Roofer,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/roofer,752.0,2490.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Scaffolder,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/scaffolder,924.0,3501.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Site Manager,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/site-manager,,,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Spatial Planner,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/spatial-planner,,,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Stonemason,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/stonemason,,,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Structural Engineer,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/structural-engineer,1133.0,2883.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Welder,https://www.manoalga.lt/en/salaryinfo/construction-real-estate/welder,978.0,2560.0,Construction & Real Estate,https://www.manoalga.lt/en/salaryinfo/construction-real-estate,1012.0,2691.0
Call Center Supervisor,https://www.manoalga.lt/en/salaryinfo/customer-support/call-center-supervisor,1194.0,2988.0,Customer Support,https://www.manoalga.lt/en/salaryinfo/customer-support,881.0,2041.0
Customer Support Specialist,https://www.manoalga.lt/en/salaryinfo/customer-support/customer-support-specialist,839.0,1964.0,Customer Support,https://www.manoalga.lt/en/salaryinfo/customer-support,881.0,2041.0
